Postcode	City	State
20680	KUALA TERENGGANU	TERENGGANU
20690	KUALA TERENGGANU	TERENGGANU
20698	KUALA TERENGGANU	TERENGGANU
20700	KUALA TERENGGANU	TERENGGANU
20710	KUALA TERENGGANU	TERENGGANU
20720	KUALA TERENGGANU	TERENGGANU
20900	KUALA TERENGGANU	TERENGGANU
20902	KUALA TERENGGANU	TERENGGANU
20904	KUALA TERENGGANU	TERENGGANU
20906	KUALA TERENGGANU	TERENGGANU
20908	KUALA TERENGGANU	TERENGGANU
20910	KUALA TERENGGANU	TERENGGANU
20912	KUALA TERENGGANU	TERENGGANU
20914	KUALA TERENGGANU	TERENGGANU
20916	KUALA TERENGGANU	TERENGGANU
20918	KUALA TERENGGANU	TERENGGANU
20920	KUALA TERENGGANU	TERENGGANU
20922	KUALA TERENGGANU	TERENGGANU
20924	KUALA TERENGGANU	TERENGGANU
20926	KUALA TERENGGANU	TERENGGANU
20928	KUALA TERENGGANU	TERENGGANU
20930	KUALA TERENGGANU	TERENGGANU
20990	KUALA TERENGGANU	TERENGGANU
20999	KUALA TERENGGANU	TERENGGANU
21000	KUALA TERENGGANU	TERENGGANU
21009	KUALA TERENGGANU	TERENGGANU
21010	KUALA TERENGGANU	TERENGGANU
21020	KUALA TERENGGANU	TERENGGANU
21030	KUALA TERENGGANU	TERENGGANU
21040	KUALA TERENGGANU	TERENGGANU
21050	KUALA TERENGGANU	TERENGGANU
21060	KUALA TERENGGANU	TERENGGANU
21070	KUALA TERENGGANU	TERENGGANU
21080	KUALA TERENGGANU	TERENGGANU
21090	KUALA TERENGGANU	TERENGGANU
21100	KUALA TERENGGANU	TERENGGANU
21109	KUALA TERENGGANU	TERENGGANU
21200	KUALA TERENGGANU	TERENGGANU
21209	KUALA TERENGGANU	TERENGGANU
21210	KUALA TERENGGANU	TERENGGANU
21220	KUALA TERENGGANU	TERENGGANU
21300	KUALA TERENGGANU	TERENGGANU
21309	KUALA TERENGGANU	TERENGGANU
21400	BUKIT PAYONG	TERENGGANU
21450	CHALOK	TERENGGANU
21500	SUNGAI TONG	TERENGGANU
21600	MARANG	TERENGGANU
21610	MARANG	TERENGGANU
21700	KUALA BERANG	TERENGGANU
21800	AJIL	TERENGGANU
21810	AJIL	TERENGGANU
21820	AJIL	TERENGGANU
22000	JERTEH	TERENGGANU
22010	JERTEH	TERENGGANU
22020	JERTEH	TERENGGANU
22030	JERTEH	TERENGGANU
22040	JERTEH	TERENGGANU
22100	PERMAISURI	TERENGGANU
22107	PERMAISURI	TERENGGANU
22109	PERMAISURI	TERENGGANU
22110	PERMAISURI	TERENGGANU
22120	PERMAISURI	TERENGGANU
22200	KAMPUNG RAJA	TERENGGANU
22300	KUALA BESUT	TERENGGANU
22307	KUALA BESUT	TERENGGANU
22309	KUALA BESUT	TERENGGANU
23000	DUNGUN	TERENGGANU
23007	DUNGUN	TERENGGANU
23009	DUNGUN	TERENGGANU
23050	DUNGUN	TERENGGANU
23100	PAKA	TERENGGANU
23200	BUKIT BESI	TERENGGANU
23300	KETENGAH JAYA	TERENGGANU
23345	KETENGAH JAYA	TERENGGANU
23400	AL MUKTATFI BILLAH SHAH	TERENGGANU
24000	CUKAI	TERENGGANU
24007	CUKAI	TERENGGANU
24009	CUKAI	TERENGGANU
24010	CUKAI	TERENGGANU
24020	CUKAI	TERENGGANU
24030	CUKAI	TERENGGANU
24040	CUKAI	TERENGGANU
24050	AYER PUTEH	TERENGGANU
24060	CENEH	TERENGGANU
24100	KIJAL	TERENGGANU
24107	KIJAL	TERENGGANU
24109	KIJAL	TERENGGANU
24200	KEMASEK	TERENGGANU
24207	KEMASEK	TERENGGANU
24209	KEMASEK	TERENGGANU
24210	KEMASEK	TERENGGANU
24220	KEMASEK	TERENGGANU
24300	KERTEH	TERENGGANU
25000	KUANTAN	PAHANG
25020	KUANTAN	PAHANG
25040	KUANTAN	PAHANG
25050	KUANTAN	PAHANG
25100	KUANTAN	PAHANG
25150	KUANTAN	PAHANG
25200	KUANTAN	PAHANG
25250	KUANTAN	PAHANG
25300	KUANTAN	PAHANG
25320	KUANTAN	PAHANG
25350	KUANTAN	PAHANG
25500	KUANTAN	PAHANG
25502	KUANTAN	PAHANG
25503	KUANTAN	PAHANG
25504	KUANTAN	PAHANG
25505	KUANTAN	PAHANG
25506	KUANTAN	PAHANG
25508	KUANTAN	PAHANG
25509	KUANTAN	PAHANG
25512	KUANTAN	PAHANG
25514	KUANTAN	PAHANG
25516	KUANTAN	PAHANG
25517	KUANTAN	PAHANG
25518	KUANTAN	PAHANG
25520	KUANTAN	PAHANG
25524	KUANTAN	PAHANG
25529	KUANTAN	PAHANG
25532	KUANTAN	PAHANG
25534	KUANTAN	PAHANG
25536	KUANTAN	PAHANG
25538	KUANTAN	PAHANG
25540	KUANTAN	PAHANG
25546	KUANTAN	PAHANG
25548	KUANTAN	PAHANG
25550	KUANTAN	PAHANG
25551	KUANTAN	PAHANG
25552	KUANTAN	PAHANG
25556	KUANTAN	PAHANG
25558	KUANTAN	PAHANG
25560	KUANTAN	PAHANG
25564	KUANTAN	PAHANG
25570	KUANTAN	PAHANG
25576	KUANTAN	PAHANG
25578	KUANTAN	PAHANG
25582	KUANTAN	PAHANG
25584	KUANTAN	PAHANG
25586	KUANTAN	PAHANG
25590	KUANTAN	PAHANG
25592	KUANTAN	PAHANG
25594	KUANTAN	PAHANG
25596	KUANTAN	PAHANG
25598	KUANTAN	PAHANG
25600	KUANTAN	PAHANG
25604	KUANTAN	PAHANG
25606	KUANTAN	PAHANG
25608	KUANTAN	PAHANG
25609	KUANTAN	PAHANG
25610	KUANTAN	PAHANG
25612	KUANTAN	PAHANG
25614	KUANTAN	PAHANG
25620	KUANTAN	PAHANG
25622	KUANTAN	PAHANG
25626	KUANTAN	PAHANG
25628	KUANTAN	PAHANG
25630	KUANTAN	PAHANG
25632	KUANTAN	PAHANG
25644	KUANTAN	PAHANG
25646	KUANTAN	PAHANG
25648	KUANTAN	PAHANG
25656	KUANTAN	PAHANG
25660	KUANTAN	PAHANG
25661	KUANTAN	PAHANG
25662	KUANTAN	PAHANG
25670	KUANTAN	PAHANG
25672	KUANTAN	PAHANG
25673	KUANTAN	PAHANG
25674	KUANTAN	PAHANG
25676	KUANTAN	PAHANG
25690	KUANTAN	PAHANG
25700	KUANTAN	PAHANG
25710	KUANTAN	PAHANG
25720	KUANTAN	PAHANG
25730	KUANTAN	PAHANG
25740	KUANTAN	PAHANG
25750	KUANTAN	PAHANG
25990	KUANTAN	PAHANG
26000	KUANTAN	PAHANG
26010	KUANTAN	PAHANG
26040	KUANTAN	PAHANG
26050	BUKIT GOH	PAHANG
26060	KUANTAN	PAHANG
26070	KUANTAN	PAHANG
26080	BALOK	PAHANG
26090	BUKIT GOH	PAHANG
26100	BALOK	PAHANG
26140	KUANTAN	PAHANG
26150	BALOK	PAHANG
26180	KUANTAN	PAHANG
26190	BALOK	PAHANG
26200	SUNGAI LEMBING	PAHANG
26250	JAYA GADING	PAHANG
26300	GAMBANG	PAHANG
26310	GAMBANG	PAHANG
26320	GAMBANG	PAHANG
26330	GAMBANG	PAHANG
26340	GAMBANG	PAHANG
26350	GAMBANG	PAHANG
26360	GAMBANG	PAHANG
26370	GAMBANG	PAHANG
26400	BANDAR PUSAT JENGKA	PAHANG
26410	BANDAR PUSAT JENGKA	PAHANG
26420	BANDAR PUSAT JENGKA	PAHANG
26430	BANDAR PUSAT JENGKA	PAHANG
26440	BANDAR PUSAT JENGKA	PAHANG
26450	BANDAR PUSAT JENGKA	PAHANG
26460	BANDAR PUSAT JENGKA	PAHANG
26485	BANDAR PUSAT JENGKA	PAHANG
26490	BANDAR PUSAT JENGKA	PAHANG
26500	MARAN	PAHANG
26600	PEKAN	PAHANG
26607	PEKAN	PAHANG
26609	PEKAN	PAHANG
26610	PEKAN	PAHANG
26620	PEKAN	PAHANG
26630	PEKAN	PAHANG
26640	PEKAN	PAHANG
26650	PEKAN	PAHANG
26660	PEKAN	PAHANG
26680	PEKAN	PAHANG
26690	CHINI	PAHANG
26700	MUADZAM SHAH	PAHANG
26800	KUALA ROMPIN	PAHANG
26810	KUALA ROMPIN	PAHANG
26820	KUALA ROMPIN	PAHANG
26900	BANDAR TUN ABDUL RAZAK	PAHANG
26999	BANDAR TUN ABDUL RAZAK	PAHANG
27000	JERANTUT	PAHANG
27010	JERANTUT	PAHANG
27020	JERANTUT	PAHANG
27030	DAMAK	PAHANG
27040	JERANTUT	PAHANG
27050	JERANTUT	PAHANG
27060	JERANTUT	PAHANG
27070	JERANTUT	PAHANG
27080	BANDAR PUSAT JENGKA	PAHANG
27090	JERANTUT	PAHANG
27100	PADANG TENGKU	PAHANG
27150	JERANTUT	PAHANG
27200	KUALA LIPIS	PAHANG
27207	KUALA LIPIS	PAHANG
27209	KUALA LIPIS	PAHANG
27210	KUALA LIPIS	PAHANG
27300	BENTA	PAHANG
27310	BENTA	PAHANG
27400	DONG	PAHANG
27500	SUNGAI RUAN	PAHANG
27600	RAUB	PAHANG
27607	RAUB	PAHANG
27609	RAUB	PAHANG
27610	RAUB	PAHANG
27620	RAUB	PAHANG
27630	RAUB	PAHANG
27650	SUNGAI KOYAN	PAHANG
27660	SEGA	PAHANG
27670	RAUB	PAHANG
28000	TEMERLOH	PAHANG
28007	TEMERLOH	PAHANG
28009	TEMERLOH	PAHANG
28010	TEMERLOH	PAHANG
28020	TEMERLOH	PAHANG
28030	TEMERLOH	PAHANG
28040	TEMERLOH	PAHANG
28050	KUALA KRAU	PAHANG
28100	CHENOR	PAHANG
28200	TRIANG	PAHANG
28300	TRIANG	PAHANG
28310	TRIANG	PAHANG
28320	TRIANG	PAHANG
28330	TRIANG	PAHANG
28340	KEMAYAN	PAHANG
28350	TRIANG	PAHANG
28380	KEMAYAN	PAHANG
28400	MENTAKAB	PAHANG
28407	MENTAKAB	PAHANG
28409	MENTAKAB	PAHANG
28500	LANCHANG	PAHANG
28600	KARAK	PAHANG
28610	KARAK	PAHANG
28620	KARAK	PAHANG
28700	BENTONG	PAHANG
28707	BENTONG	PAHANG
28709	BENTONG	PAHANG
28730	BENTONG	PAHANG
28740	BENTONG	PAHANG
28750	BENTONG	PAHANG
28800	LURAH BILUT	PAHANG
30000	IPOH	PERAK
30010	IPOH	PERAK
30020	IPOH	PERAK
30100	IPOH	PERAK
30200	IPOH	PERAK
30205	IPOH	PERAK
30250	IPOH	PERAK
30300	IPOH	PERAK
30350	IPOH	PERAK
30400	IPOH	PERAK
30450	IPOH	PERAK
30500	IPOH	PERAK
30502	IPOH	PERAK
30503	IPOH	PERAK
30504	IPOH	PERAK
30505	IPOH	PERAK
30506	IPOH	PERAK
30508	IPOH	PERAK
30510	IPOH	PERAK
30512	IPOH	PERAK
30516	IPOH	PERAK
30517	IPOH	PERAK
30518	IPOH	PERAK
30519	IPOH	PERAK
30520	IPOH	PERAK
30524	IPOH	PERAK
30532	IPOH	PERAK
30534	IPOH	PERAK
30536	IPOH	PERAK
30540	IPOH	PERAK
30542	IPOH	PERAK
30546	IPOH	PERAK
30548	IPOH	PERAK
30550	IPOH	PERAK
30551	IPOH	PERAK
30552	IPOH	PERAK
30554	IPOH	PERAK
30556	IPOH	PERAK
30560	IPOH	PERAK
30564	IPOH	PERAK
30570	IPOH	PERAK
30576	IPOH	PERAK
30580	IPOH	PERAK
30582	IPOH	PERAK
30586	IPOH	PERAK
30590	IPOH	PERAK
30592	IPOH	PERAK
30594	IPOH	PERAK
30596	IPOH	PERAK
30600	IPOH	PERAK
30604	IPOH	PERAK
30606	IPOH	PERAK
30609	IPOH	PERAK
30610	IPOH	PERAK
30612	IPOH	PERAK
30614	IPOH	PERAK
30620	IPOH	PERAK
30621	IPOH	PERAK
30622	IPOH	PERAK
30626	IPOH	PERAK
30628	IPOH	PERAK
30630	IPOH	PERAK
30632	IPOH	PERAK
30634	IPOH	PERAK
30644	IPOH	PERAK
30646	IPOH	PERAK
30648	IPOH	PERAK
30656	IPOH	PERAK
30658	IPOH	PERAK
30660	IPOH	PERAK
30661	IPOH	PERAK
30662	IPOH	PERAK
30664	IPOH	PERAK
30668	IPOH	PERAK
30670	IPOH	PERAK
30673	IPOH	PERAK
30674	IPOH	PERAK
30676	IPOH	PERAK
30682	IPOH	PERAK
30690	IPOH	PERAK
30700	IPOH	PERAK
30710	IPOH	PERAK
30720	IPOH	PERAK
30730	IPOH	PERAK
30740	IPOH	PERAK
30750	IPOH	PERAK
30760	IPOH	PERAK
30770	IPOH	PERAK
30780	IPOH	PERAK
30790	IPOH	PERAK
30800	IPOH	PERAK
30810	IPOH	PERAK
30820	IPOH	PERAK
30830	IPOH	PERAK
30840	IPOH	PERAK
30900	IPOH	PERAK
30902	IPOH	PERAK
30904	IPOH	PERAK
30906	IPOH	PERAK
30908	IPOH	PERAK
30910	IPOH	PERAK
30912	IPOH	PERAK
30988	IPOH	PERAK
30990	IPOH	PERAK
31000	BATU GAJAH	PERAK
31007	BATU GAJAH	PERAK
31009	BATU GAJAH	PERAK
31050	SUNGAI SIPUT	PERAK
31100	SUNGAI SIPUT	PERAK
31120	SUNGAI SIPUT	PERAK
31150	ULU KINTA	PERAK
31199	ULU KINTA	PERAK
31200	CHEMOR	PERAK
31250	TANJONG RAMBUTAN	PERAK
31300	KAMPUNG KEPAYANG	PERAK
31350	IPOH	PERAK
31400	IPOH	PERAK
31407	IPOH	PERAK
31409	IPOH	PERAK
31450	IPOH	PERAK
31500	IPOH	PERAK
31550	PUSING	PERAK
31560	PUSING	PERAK
31600	GOPENG	PERAK
31610	GOPENG	PERAK
31650	IPOH	PERAK
31672	IPOH	PERAK
31700	MALIM NAWAR	PERAK
31750	TRONOH	PERAK
31800	TANJONG TUALANG	PERAK
31850	JERAM	PERAK
31900	KAMPAR	PERAK
31907	KAMPAR	PERAK
31909	KAMPAR	PERAK
31910	KAMPAR	PERAK
31920	MAMBANG DI AWAN	PERAK
31950	MAMBANG DI AWAN	PERAK
32000	SITIAWAN	PERAK
32010	SITIAWAN	PERAK
32020	SITIAWAN	PERAK
32040	SERI MANJONG	PERAK
32050	SERI MANJONG	PERAK
32100	TLDM LUMUT	PERAK
32200	LUMUT	PERAK
32300	PANGKOR	PERAK
32400	AYER TAWAR	PERAK
32500	CHANGKAT KERUING	PERAK
32600	BOTA	PERAK
32610	BANDAR SERI ISKANDAR	PERAK
32700	BRUAS	PERAK
32800	PARIT	PERAK
32810	PARIT	PERAK
32900	LAMBOR KANAN	PERAK
32999	LAMBOR KANAN	PERAK
33000	KUALA KANGSAR	PERAK
33007	KUALA KANGSAR	PERAK
33009	KUALA KANGSAR	PERAK
33010	KUALA KANGSAR	PERAK
33020	KUALA KANGSAR	PERAK
33030	KUALA KANGSAR	PERAK
33040	KUALA KANGSAR	PERAK
33100	PENGKALAN HULU	PERAK
33200	INTAN	PERAK
33300	GERIK	PERAK
33310	GERIK	PERAK
33320	GERIK	PERAK
33400	LENGGONG	PERAK
33410	LENGGONG	PERAK
33420	LENGGONG	PERAK
33500	SAUK	PERAK
33600	ENGGOR	PERAK
33700	PADANG RENGAS	PERAK
33800	MANONG	PERAK
34000	TAIPING	PERAK
34007	TAIPING	PERAK
34008	TAIPING	PERAK
34009	TAIPING	PERAK
34010	TAIPING	PERAK
34020	TAIPING	PERAK
34030	TAIPING	PERAK
34100	SELAMA	PERAK
34120	SELAMA	PERAK
34130	SELAMA	PERAK
34140	RANTAU PANJANG	PERAK
34200	PARIT BUNTAR	PERAK
34250	TANJONG PIANDANG	PERAK
34300	BAGAN SERAI	PERAK
34310	BAGAN SERAI	PERAK
34350	KUALA KURAU	PERAK
34400	SIMPANG AMPAT SEMANGGOL	PERAK
34500	BATU KURAU	PERAK
34510	BATU KURAU	PERAK
34520	BATU KURAU	PERAK
34600	KAMUNTING	PERAK
34650	KUALA SEPETANG	PERAK
34700	SIMPANG	PERAK
34750	MATANG	PERAK
34800	TRONG	PERAK
34850	CHANGKAT JERING	PERAK
34900	PANTAI REMIS	PERAK
34910	PANTAI REMIS	PERAK
34950	BANDAR BAHARU	KEDAH
35000	TAPAH	PERAK
35007	TAPAH	PERAK
35009	TAPAH	PERAK
35300	CHENDERIANG	PERAK
35350	TEMOH	PERAK
35400	TAPAH ROAD	PERAK
35500	BIDOR	PERAK
35600	SUNGKAI	PERAK
35700	TROLAK	PERAK
35800	SLIM RIVER	PERAK
35820	SLIM RIVER	PERAK
35900	TANJONG MALIM	PERAK
35907	TANJONG MALIM	PERAK
35909	TANJONG MALIM	PERAK
35910	TANJONG MALIM	PERAK
35950	BEHRANG STESEN	PERAK
36000	TELUK INTAN	PERAK
36007	TELUK INTAN	PERAK
36008	TELUK INTAN	PERAK
36009	TELUK INTAN	PERAK
36010	TELUK INTAN	PERAK
36020	TELUK INTAN	PERAK
36030	TELUK INTAN	PERAK
36100	BAGAN DATOH	PERAK
36110	TELUK INTAN	PERAK
36200	SELEKOH	PERAK
36207	SELEKOH	PERAK
36209	SELEKOH	PERAK
36300	SUNGAI SUMUN	PERAK
36307	SUNGAI SUMUN	PERAK
36309	SUNGAI SUMUN	PERAK
36400	HUTAN MELINTANG	PERAK
36500	ULU BERNAM	PERAK
36600	CHENDERONG BALAI	PERAK
36700	LANGKAP	PERAK
36750	CHIKUS	PERAK
36800	KAMPUNG GAJAH	PERAK
36810	KAMPUNG GAJAH	PERAK
39000	TANAH RATA	PAHANG
39007	TANAH RATA	PAHANG
39009	TANAH RATA	PAHANG
39010	TANAH RATA	PAHANG
39100	BRINCHANG	PAHANG
39200	RINGLET	PAHANG
40000	SHAH ALAM	SELANGOR
40100	SHAH ALAM	SELANGOR
40140	SHAH ALAM	SELANGOR
40150	SHAH ALAM	SELANGOR
40160	SHAH ALAM	SELANGOR
40169	SHAH ALAM	SELANGOR
40170	SHAH ALAM	SELANGOR
40179	SHAH ALAM	SELANGOR
40200	SHAH ALAM	SELANGOR
40250	SHAH ALAM	SELANGOR
40300	SHAH ALAM	SELANGOR
40350	SHAH ALAM	SELANGOR
40400	SHAH ALAM	SELANGOR
40409	SHAH ALAM	SELANGOR
40410	SHAH ALAM	SELANGOR
40440	SHAH ALAM	SELANGOR
40450	SHAH ALAM	SELANGOR
40460	SHAH ALAM	SELANGOR
40470	SHAH ALAM	SELANGOR
40490	SHAH ALAM	SELANGOR
40500	SHAH ALAM	SELANGOR
40502	SHAH ALAM	SELANGOR
40503	SHAH ALAM	SELANGOR
40505	SHAH ALAM	SELANGOR
40512	SHAH ALAM	SELANGOR
40517	SHAH ALAM	SELANGOR
40520	SHAH ALAM	SELANGOR
40529	SHAH ALAM	SELANGOR
40542	SHAH ALAM	SELANGOR
40548	SHAH ALAM	SELANGOR
40550	SHAH ALAM	SELANGOR
40551	SHAH ALAM	SELANGOR
40560	SHAH ALAM	SELANGOR
40564	SHAH ALAM	SELANGOR
40570	SHAH ALAM	SELANGOR
40572	SHAH ALAM	SELANGOR
40576	SHAH ALAM	SELANGOR
40578	SHAH ALAM	SELANGOR
40582	SHAH ALAM	SELANGOR
40590	SHAH ALAM	SELANGOR
40592	SHAH ALAM	SELANGOR
40594	SHAH ALAM	SELANGOR
40596	SHAH ALAM	SELANGOR
40598	SHAH ALAM	SELANGOR
40600	SHAH ALAM	SELANGOR
40604	SHAH ALAM	SELANGOR
40607	SHAH ALAM	SELANGOR
40608	SHAH ALAM	SELANGOR
40610	SHAH ALAM	SELANGOR
40612	SHAH ALAM	SELANGOR
40620	SHAH ALAM	SELANGOR
40622	SHAH ALAM	SELANGOR
40626	SHAH ALAM	SELANGOR
40630	SHAH ALAM	SELANGOR
40632	SHAH ALAM	SELANGOR
40646	SHAH ALAM	SELANGOR
40648	SHAH ALAM	SELANGOR
40650	SHAH ALAM	SELANGOR
40660	SHAH ALAM	SELANGOR
40664	SHAH ALAM	SELANGOR
40670	SHAH ALAM	SELANGOR
40672	SHAH ALAM	SELANGOR
40673	SHAH ALAM	SELANGOR
40674	SHAH ALAM	SELANGOR
40675	SHAH ALAM	SELANGOR
40676	SHAH ALAM	SELANGOR
40680	SHAH ALAM	SELANGOR
40690	SHAH ALAM	SELANGOR
40700	SHAH ALAM	SELANGOR
40702	SHAH ALAM	SELANGOR
40704	SHAH ALAM	SELANGOR
40706	SHAH ALAM	SELANGOR
40708	SHAH ALAM	SELANGOR
40710	SHAH ALAM	SELANGOR
40712	SHAH ALAM	SELANGOR
40714	SHAH ALAM	SELANGOR
40716	SHAH ALAM	SELANGOR
40718	SHAH ALAM	SELANGOR
40720	SHAH ALAM	SELANGOR
40722	SHAH ALAM	SELANGOR
40724	SHAH ALAM	SELANGOR
40726	SHAH ALAM	SELANGOR
40728	SHAH ALAM	SELANGOR
40730	SHAH ALAM	SELANGOR
40732	SHAH ALAM	SELANGOR
40800	SHAH ALAM	SELANGOR
40802	SHAH ALAM	SELANGOR
40804	SHAH ALAM	SELANGOR
40806	SHAH ALAM	SELANGOR
40808	SHAH ALAM	SELANGOR
40810	SHAH ALAM	SELANGOR
40900	SHAH ALAM	SELANGOR
40912	SHAH ALAM	SELANGOR
40915	SHAH ALAM	SELANGOR
40990	SHAH ALAM	SELANGOR
41000	KLANG	SELANGOR
41050	KLANG	SELANGOR
41070	KLANG	SELANGOR
41100	KLANG	SELANGOR
41150	KLANG	SELANGOR
41160	KLANG	SELANGOR
41200	KLANG	SELANGOR
41205	KLANG	SELANGOR
41250	KLANG	SELANGOR
41299	KLANG	SELANGOR
41300	KLANG	SELANGOR
41301	KLANG	SELANGOR
41400	KLANG	SELANGOR
41500	KLANG	SELANGOR
41506	KLANG	SELANGOR
41560	KLANG	SELANGOR
41586	KLANG	SELANGOR
41600	KLANG	SELANGOR
41670	KLANG	SELANGOR
41672	KLANG	SELANGOR
41700	KLANG	SELANGOR
41710	KLANG	SELANGOR
41720	KLANG	SELANGOR
41730	KLANG	SELANGOR
41750	KLANG	SELANGOR
41780	KLANG	SELANGOR
