Postcode	City	State
55906	KUALA LUMPUR	WP KUALA LUMPUR
55908	KUALA LUMPUR	WP KUALA LUMPUR
55910	KUALA LUMPUR	WP KUALA LUMPUR
55912	KUALA LUMPUR	WP KUALA LUMPUR
55914	KUALA LUMPUR	WP KUALA LUMPUR
55916	KUALA LUMPUR	WP KUALA LUMPUR
55918	KUALA LUMPUR	WP KUALA LUMPUR
55920	KUALA LUMPUR	WP KUALA LUMPUR
55922	KUALA LUMPUR	WP KUALA LUMPUR
55924	KUALA LUMPUR	WP KUALA LUMPUR
55926	KUALA LUMPUR	WP KUALA LUMPUR
55928	KUALA LUMPUR	WP KUALA LUMPUR
55930	KUALA LUMPUR	WP KUALA LUMPUR
55932	KUALA LUMPUR	WP KUALA LUMPUR
55934	KUALA LUMPUR	WP KUALA LUMPUR
55990	KUALA LUMPUR	WP KUALA LUMPUR
56000	KUALA LUMPUR	WP KUALA LUMPUR
56100	KUALA LUMPUR	WP KUALA LUMPUR
57000	KUALA LUMPUR	WP KUALA LUMPUR
57100	KUALA LUMPUR	WP KUALA LUMPUR
57200	KUALA LUMPUR	WP KUALA LUMPUR
57700	KUALA LUMPUR	WP KUALA LUMPUR
57990	KUALA LUMPUR	WP KUALA LUMPUR
58000	KUALA LUMPUR	WP KUALA LUMPUR
58100	KUALA LUMPUR	WP KUALA LUMPUR
58200	KUALA LUMPUR	WP KUALA LUMPUR
58209	KUALA LUMPUR	WP KUALA LUMPUR
58700	KUALA LUMPUR	WP KUALA LUMPUR
58990	KUALA LUMPUR	WP KUALA LUMPUR
59000	KUALA LUMPUR	WP KUALA LUMPUR
59001	KUALA LUMPUR	WP KUALA LUMPUR
59100	KUALA LUMPUR	WP KUALA LUMPUR
59200	KUALA LUMPUR	WP KUALA LUMPUR
59206	KUALA LUMPUR	WP KUALA LUMPUR
59700	KUALA LUMPUR	WP KUALA LUMPUR
59800	KUALA LUMPUR	WP KUALA LUMPUR
59990	KUALA LUMPUR	WP KUALA LUMPUR
60000	KUALA LUMPUR	WP KUALA LUMPUR
62000	PUTRAJAYA	WP PUTRAJAYA
62007	PUTRAJAYA	WP PUTRAJAYA
62050	PUTRAJAYA	WP PUTRAJAYA
62052	PUTRAJAYA	WP PUTRAJAYA
62100	PUTRAJAYA	WP PUTRAJAYA
62150	PUTRAJAYA	WP PUTRAJAYA
62200	PUTRAJAYA	WP PUTRAJAYA
62250	PUTRAJAYA	WP PUTRAJAYA
62300	PUTRAJAYA	WP PUTRAJAYA
62500	PUTRAJAYA	WP PUTRAJAYA
62502	PUTRAJAYA	WP PUTRAJAYA
62503	PUTRAJAYA	WP PUTRAJAYA
62504	PUTRAJAYA	WP PUTRAJAYA
62505	PUTRAJAYA	WP PUTRAJAYA
62506	PUTRAJAYA	WP PUTRAJAYA
62510	PUTRAJAYA	WP PUTRAJAYA
62512	PUTRAJAYA	WP PUTRAJAYA
62514	PUTRAJAYA	WP PUTRAJAYA
62516	PUTRAJAYA	WP PUTRAJAYA
62517	PUTRAJAYA	WP PUTRAJAYA
62518	PUTRAJAYA	WP PUTRAJAYA
62519	PUTRAJAYA	WP PUTRAJAYA
62520	PUTRAJAYA	WP PUTRAJAYA
62522	PUTRAJAYA	WP PUTRAJAYA
62524	PUTRAJAYA	WP PUTRAJAYA
62526	PUTRAJAYA	WP PUTRAJAYA
62527	PUTRAJAYA	WP PUTRAJAYA
62529	PUTRAJAYA	WP PUTRAJAYA
62530	PUTRAJAYA	WP PUTRAJAYA
62532	PUTRAJAYA	WP PUTRAJAYA
62536	PUTRAJAYA	WP PUTRAJAYA
62539	PUTRAJAYA	WP PUTRAJAYA
62540	PUTRAJAYA	WP PUTRAJAYA
62542	PUTRAJAYA	WP PUTRAJAYA
62546	PUTRAJAYA	WP PUTRAJAYA
62550	PUTRAJAYA	WP PUTRAJAYA
62551	PUTRAJAYA	WP PUTRAJAYA
62570	PUTRAJAYA	WP PUTRAJAYA
62574	PUTRAJAYA	WP PUTRAJAYA
62576	PUTRAJAYA	WP PUTRAJAYA
62578	PUTRAJAYA	WP PUTRAJAYA
62582	PUTRAJAYA	WP PUTRAJAYA
62584	PUTRAJAYA	WP PUTRAJAYA
62590	PUTRAJAYA	WP PUTRAJAYA
62592	PUTRAJAYA	WP PUTRAJAYA
62594	PUTRAJAYA	WP PUTRAJAYA
62596	PUTRAJAYA	WP PUTRAJAYA
62602	PUTRAJAYA	WP PUTRAJAYA
62604	PUTRAJAYA	WP PUTRAJAYA
62605	PUTRAJAYA	WP PUTRAJAYA
62606	PUTRAJAYA	WP PUTRAJAYA
62616	PUTRAJAYA	WP PUTRAJAYA
62618	PUTRAJAYA	WP PUTRAJAYA
62620	PUTRAJAYA	WP PUTRAJAYA
62623	PUTRAJAYA	WP PUTRAJAYA
62624	PUTRAJAYA	WP PUTRAJAYA
62628	PUTRAJAYA	WP PUTRAJAYA
62630	PUTRAJAYA	WP PUTRAJAYA
62632	PUTRAJAYA	WP PUTRAJAYA
62648	PUTRAJAYA	WP PUTRAJAYA
62652	PUTRAJAYA	WP PUTRAJAYA
62654	PUTRAJAYA	WP PUTRAJAYA
62657	PUTRAJAYA	WP PUTRAJAYA
62662	PUTRAJAYA	WP PUTRAJAYA
62668	PUTRAJAYA	WP PUTRAJAYA
62670	PUTRAJAYA	WP PUTRAJAYA
62674	PUTRAJAYA	WP PUTRAJAYA
62675	PUTRAJAYA	WP PUTRAJAYA
62676	PUTRAJAYA	WP PUTRAJAYA
62677	PUTRAJAYA	WP PUTRAJAYA
62686	PUTRAJAYA	WP PUTRAJAYA
62690	PUTRAJAYA	WP PUTRAJAYA
62692	PUTRAJAYA	WP PUTRAJAYA
62988	PUTRAJAYA	WP PUTRAJAYA
63000	CYBERJAYA	SELANGOR
63100	CYBERJAYA	SELANGOR
63200	CYBERJAYA	SELANGOR
63300	CYBERJAYA	SELANGOR
64000	KLIA	SELANGOR
68000	AMPANG	SELANGOR
68100	BATU CAVES	SELANGOR
69000	GENTING HIGHLANDS	PAHANG
70000	SEREMBAN	NEGERI SEMBILAN
70100	SEREMBAN	NEGERI SEMBILAN
70200	SEREMBAN	NEGERI SEMBILAN
70300	SEREMBAN	NEGERI SEMBILAN
70400	SEREMBAN	NEGERI SEMBILAN
70450	SEREMBAN	NEGERI SEMBILAN
70500	SEREMBAN	NEGERI SEMBILAN
70502	SEREMBAN	NEGERI SEMBILAN
70503	SEREMBAN	NEGERI SEMBILAN
70504	SEREMBAN	NEGERI SEMBILAN
70505	SEREMBAN	NEGERI SEMBILAN
70506	SEREMBAN	NEGERI SEMBILAN
70508	SEREMBAN	NEGERI SEMBILAN
70512	SEREMBAN	NEGERI SEMBILAN
70516	SEREMBAN	NEGERI SEMBILAN
70517	SEREMBAN	NEGERI SEMBILAN
70518	SEREMBAN	NEGERI SEMBILAN
70532	SEREMBAN	NEGERI SEMBILAN
70534	SEREMBAN	NEGERI SEMBILAN
70536	SEREMBAN	NEGERI SEMBILAN
70540	SEREMBAN	NEGERI SEMBILAN
70546	SEREMBAN	NEGERI SEMBILAN
70548	SEREMBAN	NEGERI SEMBILAN
70550	SEREMBAN	NEGERI SEMBILAN
70551	SEREMBAN	NEGERI SEMBILAN
70558	SEREMBAN	NEGERI SEMBILAN
70560	SEREMBAN	NEGERI SEMBILAN
70564	SEREMBAN	NEGERI SEMBILAN
70570	SEREMBAN	NEGERI SEMBILAN
70572	SEREMBAN	NEGERI SEMBILAN
70576	SEREMBAN	NEGERI SEMBILAN
70578	SEREMBAN	NEGERI SEMBILAN
70582	SEREMBAN	NEGERI SEMBILAN
70586	SEREMBAN	NEGERI SEMBILAN
70590	SEREMBAN	NEGERI SEMBILAN
70592	SEREMBAN	NEGERI SEMBILAN
70594	SEREMBAN	NEGERI SEMBILAN
70596	SEREMBAN	NEGERI SEMBILAN
70600	SEREMBAN	NEGERI SEMBILAN
70604	SEREMBAN	NEGERI SEMBILAN
70606	SEREMBAN	NEGERI SEMBILAN
70608	SEREMBAN	NEGERI SEMBILAN
70609	SEREMBAN	NEGERI SEMBILAN
70610	SEREMBAN	NEGERI SEMBILAN
70620	SEREMBAN	NEGERI SEMBILAN
70626	SEREMBAN	NEGERI SEMBILAN
70628	SEREMBAN	NEGERI SEMBILAN
70632	SEREMBAN	NEGERI SEMBILAN
70634	SEREMBAN	NEGERI SEMBILAN
70644	SEREMBAN	NEGERI SEMBILAN
70646	SEREMBAN	NEGERI SEMBILAN
70648	SEREMBAN	NEGERI SEMBILAN
70658	SEREMBAN	NEGERI SEMBILAN
70664	SEREMBAN	NEGERI SEMBILAN
70670	SEREMBAN	NEGERI SEMBILAN
70672	SEREMBAN	NEGERI SEMBILAN
70673	SEREMBAN	NEGERI SEMBILAN
70674	SEREMBAN	NEGERI SEMBILAN
70676	SEREMBAN	NEGERI SEMBILAN
70690	SEREMBAN	NEGERI SEMBILAN
70700	SEREMBAN	NEGERI SEMBILAN
70710	SEREMBAN	NEGERI SEMBILAN
70720	SEREMBAN	NEGERI SEMBILAN
70730	SEREMBAN	NEGERI SEMBILAN
70740	SEREMBAN	NEGERI SEMBILAN
70750	SEREMBAN	NEGERI SEMBILAN
70990	SEREMBAN	NEGERI SEMBILAN
71000	PORT DICKSON	NEGERI SEMBILAN
71007	PORT DICKSON	NEGERI SEMBILAN
71009	PORT DICKSON	NEGERI SEMBILAN
71010	PORT DICKSON	NEGERI SEMBILAN
71050	SI RUSA	NEGERI SEMBILAN
71059	SI RUSA	NEGERI SEMBILAN
71100	RANTAU	NEGERI SEMBILAN
71109	RANTAU	NEGERI SEMBILAN
71150	LINGGI	NEGERI SEMBILAN
71159	LINGGI	NEGERI SEMBILAN
71200	RANTAU	NEGERI SEMBILAN
71209	RANTAU	NEGERI SEMBILAN
71250	SI RUSA	NEGERI SEMBILAN
71259	SI RUSA	NEGERI SEMBILAN
71300	REMBAU	NEGERI SEMBILAN
71309	REMBAU	NEGERI SEMBILAN
71350	KOTA	NEGERI SEMBILAN
71359	KOTA	NEGERI SEMBILAN
71400	REMBAU	NEGERI SEMBILAN
71409	REMBAU	NEGERI SEMBILAN
71450	SEREMBAN	NEGERI SEMBILAN
71459	SEREMBAN	NEGERI SEMBILAN
71500	TANJONG IPOH	NEGERI SEMBILAN
71509	TANJONG IPOH	NEGERI SEMBILAN
71550	TANJONG IPOH	NEGERI SEMBILAN
71559	TANJONG IPOH	NEGERI SEMBILAN
71590	PEKAN NENAS	JOHOR
71600	KUALA KLAWANG	NEGERI SEMBILAN
71609	KUALA KLAWANG	NEGERI SEMBILAN
71650	KUALA KLAWANG	NEGERI SEMBILAN
71659	KUALA KLAWANG	NEGERI SEMBILAN
71700	MANTIN	NEGERI SEMBILAN
71707	MANTIN	NEGERI SEMBILAN
71709	MANTIN	NEGERI SEMBILAN
71750	MANTIN	NEGERI SEMBILAN
71759	MANTIN	NEGERI SEMBILAN
71760	BANDAR BARU ENSTEK	NEGERI SEMBILAN
71770	SEREMBAN	NEGERI SEMBILAN
71800	NILAI	NEGERI SEMBILAN
71807	NILAI	NEGERI SEMBILAN
71809	NILAI	NEGERI SEMBILAN
71850	NILAI	NEGERI SEMBILAN
71900	LABU	NEGERI SEMBILAN
71907	LABU	NEGERI SEMBILAN
71909	LABU	NEGERI SEMBILAN
71950	SEREMBAN	NEGERI SEMBILAN
71960	PORT DICKSON	NEGERI SEMBILAN
71999	PORT DICKSON	NEGERI SEMBILAN
72000	KUALA PILAH	NEGERI SEMBILAN
72007	KUALA PILAH	NEGERI SEMBILAN
72009	KUALA PILAH	NEGERI SEMBILAN
72100	BAHAU	NEGERI SEMBILAN
72107	BAHAU	NEGERI SEMBILAN
72109	BAHAU	NEGERI SEMBILAN
72120	BANDAR SERI JEMPOL	NEGERI SEMBILAN
72127	BANDAR SERI JEMPOL	NEGERI SEMBILAN
72129	BANDAR SERI JEMPOL	NEGERI SEMBILAN
72130	BANDAR BARU SERTING	NEGERI SEMBILAN
72200	BATU KIKIR	NEGERI SEMBILAN
72207	BATU KIKIR	NEGERI SEMBILAN
72209	BATU KIKIR	NEGERI SEMBILAN
72300	SIMPANG PERTANG	NEGERI SEMBILAN
72307	SIMPANG PERTANG	NEGERI SEMBILAN
72309	SIMPANG PERTANG	NEGERI SEMBILAN
72400	SIMPANG DURIAN	NEGERI SEMBILAN
72409	SIMPANG DURIAN	NEGERI SEMBILAN
72500	KUALA PILAH	NEGERI SEMBILAN
72507	KUALA PILAH	NEGERI SEMBILAN
72509	KUALA PILAH	NEGERI SEMBILAN
73000	TAMPIN	NEGERI SEMBILAN
73007	TAMPIN	NEGERI SEMBILAN
73009	TAMPIN	NEGERI SEMBILAN
73100	JOHOL	NEGERI SEMBILAN
73109	JOHOL	NEGERI SEMBILAN
73200	GEMENCHEH	NEGERI SEMBILAN
73207	GEMENCHEH	NEGERI SEMBILAN
73209	GEMENCHEH	NEGERI SEMBILAN
73300	GEMENCHEH	NEGERI SEMBILAN
73309	GEMENCHEH	NEGERI SEMBILAN
73400	GEMAS	NEGERI SEMBILAN
73409	GEMAS	NEGERI SEMBILAN
73410	GEMAS	NEGERI SEMBILAN
73420	GEMAS	NEGERI SEMBILAN
73430	PUSAT BANDAR PALONG	NEGERI SEMBILAN
73440	PUSAT BANDAR PALONG	NEGERI SEMBILAN
73450	PUSAT BANDAR PALONG	NEGERI SEMBILAN
73460	PUSAT BANDAR PALONG	NEGERI SEMBILAN
73470	PUSAT BANDAR PALONG	NEGERI SEMBILAN
73480	GEMAS	NEGERI SEMBILAN
73500	ROMPIN	NEGERI SEMBILAN
73507	ROMPIN	NEGERI SEMBILAN
73509	ROMPIN	NEGERI SEMBILAN
75000	MELAKA	MELAKA
75050	MELAKA	MELAKA
75100	MELAKA	MELAKA
75150	MELAKA	MELAKA
75200	MELAKA	MELAKA
75250	MELAKA	MELAKA
75260	MELAKA	MELAKA
75300	MELAKA	MELAKA
75350	MELAKA	MELAKA
75400	MELAKA	MELAKA
75430	MELAKA	MELAKA
75450	AYER KEROH	MELAKA
75460	MELAKA	MELAKA
76100	DURIAN TUNGGAL	MELAKA
76109	DURIAN TUNGGAL	MELAKA
76200	KEM TRENDAK	MELAKA
76300	SUNGAI UDANG	MELAKA
76400	TANJONG KLING	MELAKA
76409	TANJONG KLING	MELAKA
76450	MELAKA	MELAKA
77000	JASIN	MELAKA
77007	JASIN	MELAKA
77008	JASIN	MELAKA
77009	JASIN	MELAKA
77100	ASAHAN	MELAKA
77109	ASAHAN	MELAKA
77200	BEMBAN	MELAKA
77300	MERLIMAU	MELAKA
77400	SUNGAI RAMBAI	MELAKA
77500	SELANDAR	MELAKA
78000	ALOR GAJAH	MELAKA
78009	ALOR GAJAH	MELAKA
78100	LUBOK CHINA	MELAKA
78200	KUALA SUNGAI BARU	MELAKA
78300	MASJID TANAH	MELAKA
78307	MASJID TANAH	MELAKA
78309	MASJID TANAH	MELAKA
79000	NUSAJAYA	JOHOR
79100	NUSAJAYA	JOHOR
79150	NUSAJAYA	JOHOR
79200	NUSAJAYA	JOHOR
79250	NUSAJAYA	JOHOR
79502	NUSAJAYA	JOHOR
79503	NUSAJAYA	JOHOR
79504	NUSAJAYA	JOHOR
79505	NUSAJAYA	JOHOR
79511	NUSAJAYA	JOHOR
79513	NUSAJAYA	JOHOR
79514	NUSAJAYA	JOHOR
79517	NUSAJAYA	JOHOR
79518	NUSAJAYA	JOHOR
79520	NUSAJAYA	JOHOR
79521	NUSAJAYA	JOHOR
79523	NUSAJAYA	JOHOR
79532	NUSAJAYA	JOHOR
79538	NUSAJAYA	JOHOR
79540	NUSAJAYA	JOHOR
79546	NUSAJAYA	JOHOR
79548	NUSAJAYA	JOHOR
79550	NUSAJAYA	JOHOR
79552	NUSAJAYA	JOHOR
79555	NUSAJAYA	JOHOR
79570	NUSAJAYA	JOHOR
79575	NUSAJAYA	JOHOR
79576	NUSAJAYA	JOHOR
79592	NUSAJAYA	JOHOR
79601	NUSAJAYA	JOHOR
79603	NUSAJAYA	JOHOR
79605	NUSAJAYA	JOHOR
79606	NUSAJAYA	JOHOR
79612	NUSAJAYA	JOHOR
79626	NUSAJAYA	JOHOR
79630	NUSAJAYA	JOHOR
79632	NUSAJAYA	JOHOR
79646	NUSAJAYA	JOHOR
79658	NUSAJAYA	JOHOR
79660	NUSAJAYA	JOHOR
79680	NUSAJAYA	JOHOR
79681	NUSAJAYA	JOHOR
79683	NUSAJAYA	JOHOR
80000	JOHOR BAHRU	JOHOR
80050	JOHOR BAHRU	JOHOR
80100	JOHOR BAHRU	JOHOR
80110	JOHOR BAHRU	JOHOR
80150	JOHOR BAHRU	JOHOR
80200	JOHOR BAHRU	JOHOR
80250	JOHOR BAHRU	JOHOR
80300	JOHOR BAHRU	JOHOR
80350	JOHOR BAHRU	JOHOR
80400	JOHOR BAHRU	JOHOR
80500	JOHOR BAHRU	JOHOR
80502	JOHOR BAHRU	JOHOR
80503	JOHOR BAHRU	JOHOR
80504	JOHOR BAHRU	JOHOR
80505	JOHOR BAHRU	JOHOR
80506	JOHOR BAHRU	JOHOR
80508	JOHOR BAHRU	JOHOR
80514	JOHOR BAHRU	JOHOR
80516	JOHOR BAHRU	JOHOR
80517	JOHOR BAHRU	JOHOR
80518	JOHOR BAHRU	JOHOR
80519	JOHOR BAHRU	JOHOR
80520	JOHOR BAHRU	JOHOR
80529	JOHOR BAHRU	JOHOR
80530	JOHOR BAHRU	JOHOR
80532	JOHOR BAHRU	JOHOR
80534	JOHOR BAHRU	JOHOR
80536	JOHOR BAHRU	JOHOR
80538	JOHOR BAHRU	JOHOR
80540	JOHOR BAHRU	JOHOR
80542	JOHOR BAHRU	JOHOR
80546	JOHOR BAHRU	JOHOR
80548	JOHOR BAHRU	JOHOR
80550	JOHOR BAHRU	JOHOR
80552	JOHOR BAHRU	JOHOR
80558	JOHOR BAHRU	JOHOR
80560	JOHOR BAHRU	JOHOR
80564	JOHOR BAHRU	JOHOR
80568	JOHOR BAHRU	JOHOR
80570	JOHOR BAHRU	JOHOR
80576	JOHOR BAHRU	JOHOR
80578	JOHOR BAHRU	JOHOR
80584	JOHOR BAHRU	JOHOR
80586	JOHOR BAHRU	JOHOR
80590	JOHOR BAHRU	JOHOR
80592	JOHOR BAHRU	JOHOR
80594	JOHOR BAHRU	JOHOR
80596	JOHOR BAHRU	JOHOR
80600	JOHOR BAHRU	JOHOR
80604	JOHOR BAHRU	JOHOR
80606	JOHOR BAHRU	JOHOR
80608	JOHOR BAHRU	JOHOR
80610	JOHOR BAHRU	JOHOR
80612	JOHOR BAHRU	JOHOR
80620	JOHOR BAHRU	JOHOR
80622	JOHOR BAHRU	JOHOR
80626	JOHOR BAHRU	JOHOR
80628	JOHOR BAHRU	JOHOR
80630	JOHOR BAHRU	JOHOR
80632	JOHOR BAHRU	JOHOR
80644	JOHOR BAHRU	JOHOR
80646	JOHOR BAHRU	JOHOR
80648	JOHOR BAHRU	JOHOR
80658	JOHOR BAHRU	JOHOR
80660	JOHOR BAHRU	JOHOR
80662	JOHOR BAHRU	JOHOR
80664	JOHOR BAHRU	JOHOR
80668	JOHOR BAHRU	JOHOR
80670	JOHOR BAHRU	JOHOR
80672	JOHOR BAHRU	JOHOR
80673	JOHOR BAHRU	JOHOR
80676	JOHOR BAHRU	JOHOR
80700	JOHOR BAHRU	JOHOR
80710	JOHOR BAHRU	JOHOR
80720	JOHOR BAHRU	JOHOR
80730	JOHOR BAHRU	JOHOR
80750	JOHOR BAHRU	JOHOR
80800	JOHOR BAHRU	JOHOR
80900	JOHOR BAHRU	JOHOR
80902	JOHOR BAHRU	JOHOR
80904	JOHOR BAHRU	JOHOR
80906	JOHOR BAHRU	JOHOR
80908	JOHOR BAHRU	JOHOR
80988	JOHOR BAHRU	JOHOR
80990	JOHOR BAHRU	JOHOR
81000	KULAI	JOHOR
81010	KULAI	JOHOR
81020	KULAI	JOHOR
81030	KULAI	JOHOR
81040	KULAI	JOHOR
81050	KULAI	JOHOR
81100	JOHOR BAHRU	JOHOR
81110	JOHOR BAHRU	JOHOR
81120	JOHOR BAHRU	JOHOR
81150	ULU CHOH	JOHOR
81200	JOHOR BAHRU	JOHOR
81250	JOHOR BAHRU	JOHOR
81300	JOHOR BAHRU	JOHOR
81310	JOHOR BAHRU	JOHOR
81400	SENAI	JOHOR
81410	SENAI	JOHOR
81440	BANDAR TENGGARA	JOHOR
81450	GUGUSAN TAIB ANDAK	JOHOR
81500	PEKAN NENAS	JOHOR
81550	GELANG PATAH	JOHOR
81560	GELANG PATAH	JOHOR
81600	PENGERANG	JOHOR
81620	PENGERANG	JOHOR
81650	PENGERANG	JOHOR
81700	PASIR GUDANG	JOHOR
81750	MASAI	JOHOR
81760	MASAI	JOHOR
81800	ULU TIRAM	JOHOR
81810	ULU TIRAM	JOHOR
81850	LAYANG-LAYANG	JOHOR
81900	KOTA TINGGI	JOHOR
81907	KOTA TINGGI	JOHOR
81910	KOTA TINGGI	JOHOR
81920	AYER TAWAR 2	JOHOR
81930	BANDAR PENAWAR	JOHOR
81960	BANDAR PENAWAR	JOHOR
82000	PONTIAN	JOHOR
82010	PONTIAN	JOHOR
82020	PONTIAN	JOHOR
82030	PONTIAN	JOHOR
82100	AYER BALOI	JOHOR
82200	BENUT	JOHOR
82300	KUKUP	JOHOR
83000	BATU PAHAT	JOHOR
83010	BATU PAHAT	JOHOR
83020	BATU PAHAT	JOHOR
83030	BATU PAHAT	JOHOR
83040	BATU PAHAT	JOHOR
83050	BATU PAHAT	JOHOR
83100	RENGIT	JOHOR
83200	SENGGARANG	JOHOR
83300	SERI GADING	JOHOR
83400	SERI MEDAN	JOHOR
83500	PARIT SULONG	JOHOR
83600	SEMERAH	JOHOR
83610	SEMERAH	JOHOR
83700	YONG PENG	JOHOR
83710	YONG PENG	JOHOR
84000	MUAR	JOHOR
84007	MUAR	JOHOR
84010	MUAR	JOHOR
84020	MUAR	JOHOR
84030	MUAR	JOHOR
84040	MUAR	JOHOR
84050	MUAR	JOHOR
84100	MUAR	JOHOR
84150	PARIT JAWA	JOHOR
84160	PARIT JAWA	JOHOR
84200	MUAR	JOHOR
84300	BUKIT PASIR	JOHOR
84300	MUAR	JOHOR
84400	SUNGAI MATI	JOHOR
84409	SUNGAI MATI	JOHOR
84410	MUAR	JOHOR
84500	PANCHOR	JOHOR
84600	PAGOH	JOHOR
84700	GERISEK	JOHOR
84710	GERISEK	JOHOR
84800	BUKIT GAMBIR	JOHOR
84900	TANGKAK	JOHOR
84990	TANGKAK	JOHOR
85000	SEGAMAT	JOHOR
85010	SEGAMAT	JOHOR
85020	SEGAMAT	JOHOR
85030	SEGAMAT	JOHOR
85060	SEGAMAT	JOHOR
85070	SEGAMAT	JOHOR
85080	SEGAMAT	JOHOR
85100	BATU ANAM	JOHOR
85200	JEMENTAH	JOHOR
85210	JEMENTAH	JOHOR
85300	LABIS	JOHOR
85400	CHAAH	JOHOR
86000	KLUANG	JOHOR
86007	KLUANG	JOHOR
86100	AYER HITAM	JOHOR
86200	SIMPANG RENGAM	JOHOR
86300	RENGAM	JOHOR
86400	BATU PAHAT	JOHOR
86400	PARIT RAJA	JOHOR
86500	BEKOK	JOHOR
86600	PALOH	JOHOR
86700	KAHANG	JOHOR
86800	MERSING	JOHOR
86800	TIOMAN	JOHOR
86810	MERSING	JOHOR
86900	ENDAU	JOHOR
86999	ENDAU	JOHOR
87000	LABUAN	WP LABUAN
87007	LABUAN	WP LABUAN
87008	LABUAN	WP LABUAN
87010	LABUAN	WP LABUAN
87011	LABUAN	WP LABUAN
87012	LABUAN	WP LABUAN
